Iteration	Posterior	Likelihood	Prior	rate01	rate_log_sd	tree_length
0	-885.315	-1117.833	232.5182	0.07256942	1.327566	1.587306
6	-889.8466	-1122.256	232.4092	0.1057333	1.31712	1.566946
12	-884.6848	-1117.23	232.5456	0.08558945	1.31712	1.530475
18	-887.9869	-1120.38	232.3935	0.1157866	1.390364	1.493841
24	-893.6174	-1126.226	232.6087	0.05399769	1.358028	1.565207
30	-878.3724	-1110.285	231.9127	0.09853245	1.141241	2.053444
36	-883.1296	-1114.339	231.2094	0.08518327	1.074823	2.582165
42	-878.7694	-1110.538	231.7683	0.08982596	1.074823	2.215843
48	-891.4036	-1123.371	231.9678	0.04620645	1.165219	2.163443
54	-884.9257	-1117.612	232.6862	0.0365431	1.25014	1.650002
60	-882.0928	-1114.111	232.0184	0.1085226	1.265841	1.870845
66	-880.8799	-1112.991	232.1114	0.03493971	1.101353	2.14728
72	-886.3074	-1118.335	232.0278	0.06079292	1.186608	2.062416
78	-874.4001	-1106.061	231.6609	0.04912096	1.207832	2.324084
84	-883.402	-1115.788	232.3856	0.0257621	1.154996	1.955299
90	-878.5023	-1110.84	232.338	0.03979583	1.44731	1.745986
96	-885.9907	-1118.735	232.7439	0.01810081	1.443699	1.509813
102	-875.1254	-1107.249	232.1239	0.0737725	1.444513	1.780589
108	-866.9607	-1099.006	232.0456	0.04959316	1.212755	2.070259
114	-868.066	-1100.534	232.4679	0.07840911	1.233135	1.671896
120	-874.7632	-1107.034	232.2706	0.07430505	1.389552	1.714555
126	-872.4769	-1103.794	231.3172	0.1012927	1.198151	2.393525
132	-882.1445	-1114.3	232.1559	0.06235705	1.058076	2.057573
138	-877.1619	-1108.599	231.4375	0.04389571	1.058076	2.575011
144	-867.0673	-1099.152	232.0844	0.07526603	1.301641	1.900928
150	-880.2962	-1111.92	231.6235	0.07092585	1.218676	2.272387
156	-881.3901	-1113.621	232.2306	0.04607864	1.101664	2.03308
162	-887.7908	-1119.513	231.7225	0.05498992	1.072649	2.352163
168	-871.0813	-1103.639	232.558	0.03562382	1.257748	1.738618
174	-877.9516	-1110.5	232.5482	0.0663938	1.11559	1.738618
180	-876.3164	-1108.638	232.3217	0.05710968	1.173883	1.886277
186	-874.5486	-1106.978	232.4296	0.05710968	1.282067	1.73704
192	-877.9825	-1109.929	231.9462	0.02938716	1.148309	2.239525
198	-881.0751	-1113.302	232.2264	0.05853617	1.072927	2.013526
204	-885.9625	-1118.411	232.4487	0.08364543	1.332124	1.597112
210	-875.5804	-1107.579	231.9987	0.07660198	1.264884	1.979192
216	-872.103	-1104.654	232.5513	0.04175375	1.33492	1.667829
222	-865.3267	-1097.642	232.3156	0.06312668	1.356943	1.743607
228	-885.2277	-1117.432	232.2045	0.07588396	1.57307	1.625466
234	-871.5512	-1103.729	232.1781	0.07818151	1.199268	1.897572
240	-875.3189	-1107.657	232.3385	0.08009	1.351256	1.674427
246	-882.9302	-1115.333	232.4024	0.09635764	1.21483	1.674427
252	-875.6565	-1107.952	232.2951	0.06638124	1.257815	1.815792
258	-878.1312	-1110.494	232.3627	0.06137085	1.44749	1.652172
264	-880.1485	-1112.1	231.9512	0.09174585	1.248708	1.97594
270	-867.5289	-1099.608	232.0792	0.07418541	1.330604	1.888243
276	-873.5933	-1106.049	232.4556	0.07249146	1.495701	1.509612
282	-867.5002	-1100.576	233.0756	0.06286513	1.434144	1.091427
288	-876.2059	-1108.748	232.5416	0.04377484	1.395991	1.623773
294	-872.877	-1104.562	231.6845	0.1040073	1.215151	2.139571
300	-880.0718	-1111.633	231.561	0.05315817	1.003352	2.503263
306	-883.5362	-1115.437	231.9013	0.07397304	1.117466	2.14895
312	-877.2599	-1109.032	231.772	0.1195948	1.126593	2.099008
318	-880.4556	-1112.412	231.9559	0.0712654	1.151996	2.099008
324	-882.567	-1114.893	232.3261	0.04903897	1.286584	1.833891
330	-877.0019	-1109.266	232.2644	0.07088624	1.240551	1.833891
336	-866.7252	-1098.935	232.21	0.05882722	1.353684	1.833891
342	-860.7696	-1092.595	231.8255	0.05648886	1.066893	2.285428
348	-868.7371	-1101.441	232.7039	0.05411938	1.120812	1.667582
354	-863.6691	-1096.209	232.5403	0.05411938	1.276257	1.673373
360	-865.1024	-1097.617	232.5149	0.05411938	1.301653	1.673373
366	-871.9475	-1104.963	233.0159	0.03072992	1.696504	1.0482
372	-867.117	-1099.837	232.7196	0.07415692	1.571244	1.235844
378	-868.7986	-1101.747	232.9484	0.07133645	1.556438	1.05769
384	-870.7236	-1103.579	232.8558	0.07397589	1.556438	1.131448
390	-862.4333	-1094.84	232.4064	0.07397589	1.444123	1.578909
396	-875.6614	-1108.381	232.7198	0.0494146	1.322051	1.526686
402	-869.9233	-1102.488	232.5645	0.04051521	1.309026	1.681189
408	-873.4862	-1105.703	232.2164	0.06846703	1.309026	1.827789
414	-881.5277	-1114.043	232.5149	0.06227944	1.341525	1.615668
420	-883.9771	-1116.285	232.3077	0.06047587	1.250725	1.831905
426	-865.7896	-1098.408	232.6186	0.07344281	1.177816	1.620103
432	-867.5231	-1100.245	232.7223	0.07344281	1.296986	1.454908
438	-876.6816	-1108.975	232.2938	0.07717155	1.269296	1.773135
444	-863.8811	-1096.538	232.657	0.05753638	1.504297	1.405119
450	-876.0953	-1108.845	232.7495	0.1012427	1.538648	1.133509
456	-874.8797	-1107.598	232.7179	0.1452158	1.279594	1.23749
462	-883.8265	-1116.464	232.6375	0.07411005	1.424008	1.420128
468	-878.3562	-1110.88	232.5234	0.09288995	1.441256	1.429007
474	-874.6639	-1107.262	232.5983	0.05661608	1.244771	1.645489
480	-894.1522	-1127.129	232.9771	0.05303384	1.639532	1.036652
486	-888.0436	-1120.981	232.9378	0.05694181	1.710637	0.9858724
492	-881.1901	-1114.338	233.1476	0.03974593	1.710637	0.8493409
498	-873.7503	-1106.353	232.6022	0.07362462	1.729858	1.203033
504	-883.761	-1113.935	230.1744	0.09343163	0.9158807	3.280518
510	-880.9896	-1112.646	231.6561	0.05457023	1.146095	2.349025
516	-883.067	-1114.958	231.8912	0.04038915	1.118901	2.261494
522	-877.3718	-1109.959	232.5873	0.04869161	1.440768	1.539576
528	-876.289	-1108.97	232.6814	0.06289759	1.488111	1.378036
534	-875.3542	-1107.176	231.8217	0.05073424	1.244648	2.191963
540	-878.0663	-1110.731	232.6643	0.07239059	1.872573	1.022038
546	-870.8278	-1103.839	233.0108	0.06753332	1.814155	0.7013663
552	-879.2184	-1112.044	232.8258	0.06156209	1.474569	1.278333
558	-879.9718	-1112.861	232.8897	0.03607159	1.606234	1.220651
564	-880.0386	-1113.047	233.0079	0.03714171	1.482897	1.220651
570	-874.115	-1106.433	232.3179	0.06395613	1.475009	1.655487
576	-880.4717	-1113.298	232.8259	0.06395613	1.623523	1.141218
582	-882.9357	-1114.483	231.5471	0.07147032	1.009124	2.452132
588	-864.0003	-1095.632	231.6319	0.0405434	1.077136	2.452132
594	-867.5719	-1099.595	232.0227	0.07602951	0.8363802	2.246029
600	-870.5936	-1102.581	231.9874	0.05818157	1.117107	2.142965
606	-878.758	-1110.95	232.1923	0.0664312	1.083489	2.003381
612	-895.5836	-1127.907	232.3235	0.0664312	1.432721	1.673069
